"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,56,100,56,56,56,2083061
"blank1","blank2","female",100,100,51,100,51,51,51,2083061
"blank1","blank2","fifteento49",100,100,49,100,49,49,49,2083061
"blank1","blank2","fiveto14",100,100,24,100,24,24,24,2083061
"blank1","blank2","gt49",100,100,16,100,16,16,16,2083061
"blank1","blank2","higher",100,100,8,100,8,8,8,838451
"blank1","blank2","male",100,100,49,100,49,49,49,2083061
"blank1","blank2","no.birth.reg",100,100,55,100,55,55,55,269842
"blank1","blank2","no.educ",100,100,48,100,48,48,48,838451
"blank1","blank2","no.skilled.attendant",100,100,62,100,62,62,62,533778
"blank1","blank2","non.p20",100,100,32,100,32,32,32,2083061
"blank1","blank2","p20",100,100,68,100,68,68,68,2083061
"blank1","blank2","primary",100,100,52,100,52,52,52,838451
"blank1","blank2","rural",100,100,74,100,74,74,74,2083061
"blank1","blank2","secondary",100,100,16,100,16,16,16,838451
"blank1","blank2","stunted",100,100,27,100,27,27,27,269842
"blank1","blank2","under5",100,100,11,100,11,11,11,2083061
"blank1","blank2","urban",100,100,26,100,26,26,26,2083061
"blank1","ext","female",100,56,51,56,29,51,29,2083061
"blank1","ext","fifteento49",100,56,49,56,25,49,25,2083061
"blank1","ext","fiveto14",100,56,24,56,15,24,15,2083061
"blank1","ext","gt49",100,56,16,56,10,16,10,2083061
"blank1","ext","higher",100,53,8,53,1,8,1,838451
"blank1","ext","male",100,56,49,56,28,49,28,2083061
"blank1","ext","no.birth.reg",100,61,55,61,36,55,36,269842
"blank1","ext","no.educ",100,53,48,53,34,48,34,838451
"blank1","ext","no.skilled.attendant",100,48,62,48,26,62,26,533778
"blank1","ext","non.p20",100,56,32,56,0,32,0,2083061
"blank1","ext","p20",100,56,68,56,56,68,56,2083061
"blank1","ext","primary",100,53,52,53,18,52,18,838451
"blank1","ext","rural",100,56,74,56,53,74,53,2083061
"blank1","ext","secondary",100,53,16,53,2,16,2,838451
"blank1","ext","stunted",100,61,27,61,13,27,13,269842
"blank1","ext","under5",100,56,11,56,7,11,7,2083061
"blank1","ext","urban",100,56,26,56,3,26,3,2083061
"blank1","female","fifteento49",100,51,49,51,24,49,24,2083061
"blank1","female","fiveto14",100,51,24,51,12,24,12,2083061
"blank1","female","gt49",100,51,16,51,10,16,10,2083061
"blank1","female","higher",100,53,8,53,4,8,4,838451
