"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,26,100,26,26,26,182305
"blank1","blank2","female",100,100,51,100,51,51,51,182305
"blank1","blank2","fifteento49",100,100,54,100,54,54,54,182305
"blank1","blank2","fiveto14",100,100,15,100,15,15,15,182305
"blank1","blank2","gt49",100,100,25,100,25,25,25,182305
"blank1","blank2","higher",100,100,19,100,19,19,19,106430
"blank1","blank2","male",100,100,49,100,49,49,49,182305
"blank1","blank2","no.birth.reg",100,100,8,100,8,8,8,13996
"blank1","blank2","no.educ",100,100,11,100,11,11,11,106430
"blank1","blank2","no.skilled.attendant",100,100,89,100,89,89,89,49731
"blank1","blank2","non.p20",100,100,61,100,61,61,61,182305
"blank1","blank2","p20",100,100,39,100,39,39,39,182305
"blank1","blank2","primary",100,100,89,100,89,89,89,106430
"blank1","blank2","rural",100,100,81,100,81,81,81,182305
"blank1","blank2","secondary",100,100,46,100,46,46,46,106430
"blank1","blank2","stunted",100,100,3,100,3,3,3,13996
"blank1","blank2","under5",100,100,6,100,6,6,6,182305
"blank1","blank2","urban",100,100,19,100,19,19,19,182305
"blank1","ext","female",100,26,51,26,12,51,12,182305
"blank1","ext","fifteento49",100,26,54,26,13,54,13,182305
"blank1","ext","fiveto14",100,26,15,26,4,15,4,182305
"blank1","ext","gt49",100,26,25,26,6,25,6,182305
"blank1","ext","higher",100,24,19,24,1,19,1,106430
"blank1","ext","male",100,26,49,26,14,49,14,182305
"blank1","ext","no.birth.reg",100,32,8,32,4,8,4,13996
"blank1","ext","no.educ",100,24,11,24,4,11,4,106430
"blank1","ext","no.skilled.attendant",100,22,89,22,19,89,19,49731
"blank1","ext","non.p20",100,26,61,26,0,61,0,182305
"blank1","ext","p20",100,26,39,26,26,39,26,182305
"blank1","ext","primary",100,24,89,24,20,89,20,106430
"blank1","ext","rural",100,26,81,26,21,81,21,182305
"blank1","ext","secondary",100,24,46,24,5,46,5,106430
"blank1","ext","stunted",100,32,3,32,1,3,1,13996
"blank1","ext","under5",100,26,6,26,2,6,2,182305
"blank1","ext","urban",100,26,19,26,5,19,5,182305
"blank1","female","fifteento49",100,51,54,51,28,54,28,182305
"blank1","female","fiveto14",100,51,15,51,7,15,7,182305
"blank1","female","gt49",100,51,25,51,13,25,13,182305
"blank1","female","higher",100,53,19,53,11,19,11,106430
"blank1","female","male",100,51,49,51,0,49,0,182305
"blank1","female","no.birth.reg",100,51,8,51,4,8,4,13996
"blank1","female","no.educ",100,53,11,53,5,11,5,106430
"blank1","female","no.skilled.attendant",100,100,89,100,89,89,89,49731
"blank1","female","non.p20",100,51,61,51,33,61,33,182305
"blank1","female","p20",100,51,39,51,19,39,19,182305
"blank1","female","primary",100,53,89,53,47,89,47,106430
"blank1","female","rural",100,51,81,51,41,81,41,182305
"blank1","female","secondary",100,53,46,53,26,46,26,106430
"blank1","female","stunted",100,51,3,51,1,3,1,13996
"blank1","female","under5",100,51,6,51,3,6,3,182305
"blank1","female","urban",100,51,19,51,10,19,10,182305
"blank1","fifteento49","fiveto14",100,54,15,54,0,15,0,182305
"blank1","fifteento49","gt49",100,54,25,54,0,25,0,182305
"blank1","fifteento49","higher",100,59,19,59,14,19,14,106430
"blank1","fifteento49","male",100,54,49,54,27,49,27,182305
"blank1","fifteento49","no.birth.reg",100,0,8,0,0,8,0,13996
"blank1","fifteento49","no.educ",100,59,11,59,4,11,4,106430
"blank1","fifteento49","no.skilled.attendant",100,100,89,100,89,89,89,49731
"blank1","fifteento49","non.p20",100,54,61,54,33,61,33,182305
