"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,3,100,3,3,3,282503
"blank1","blank2","female",100,100,52,100,52,52,52,282503
"blank1","blank2","fifteento49",100,100,48,100,48,48,48,282503
"blank1","blank2","fiveto14",100,100,13,100,13,13,13,282503
"blank1","blank2","gt49",100,100,33,100,33,33,33,282503
"blank1","blank2","higher",100,100,32,100,32,32,32,190428
"blank1","blank2","male",100,100,48,100,48,48,48,282503
"blank1","blank2","no.birth.reg",100,100,1,100,1,1,1,17344
"blank1","blank2","no.educ",100,100,6,100,6,6,6,190428
"blank1","blank2","no.skilled.attendant",100,100,89,100,89,89,89,69200
"blank1","blank2","non.p20",100,100,97,100,97,97,97,282503
"blank1","blank2","p20",100,100,3,100,3,3,3,282503
"blank1","blank2","primary",100,100,94,100,94,94,94,190428
"blank1","blank2","rural",100,100,38,100,38,38,38,282503
"blank1","blank2","secondary",100,100,80,100,80,80,80,190428
"blank1","blank2","stunted",100,100,8,100,8,8,8,17344
"blank1","blank2","under5",100,100,6,100,6,6,6,282503
"blank1","blank2","urban",100,100,62,100,62,62,62,282503
"blank1","ext","female",100,3,52,3,1,52,1,282503
"blank1","ext","fifteento49",100,3,48,3,1,48,1,282503
"blank1","ext","fiveto14",100,3,13,3,0,13,0,282503
"blank1","ext","gt49",100,3,33,3,2,33,2,282503
"blank1","ext","higher",100,4,32,4,0,32,0,190428
"blank1","ext","male",100,3,48,3,2,48,2,282503
"blank1","ext","no.birth.reg",100,4,1,4,0,1,0,17344
"blank1","ext","no.educ",100,4,6,4,0,6,0,190428
"blank1","ext","no.skilled.attendant",100,2,89,2,1,89,1,69200
"blank1","ext","non.p20",100,3,97,3,0,97,0,282503
"blank1","ext","p20",100,3,3,3,3,3,3,282503
"blank1","ext","primary",100,4,94,4,3,94,3,190428
"blank1","ext","rural",100,3,38,3,2,38,2,282503
"blank1","ext","secondary",100,4,80,4,2,80,2,190428
"blank1","ext","stunted",100,4,8,4,0,8,0,17344
"blank1","ext","under5",100,3,6,3,0,6,0,282503
"blank1","ext","urban",100,3,62,3,2,62,2,282503
"blank1","female","fifteento49",100,52,48,52,24,48,24,282503
"blank1","female","fiveto14",100,52,13,52,7,13,7,282503
"blank1","female","gt49",100,52,33,52,18,33,18,282503
