"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,28,100,28,28,28,182386
"blank1","blank2","female",100,100,52,100,52,52,52,182386
"blank1","blank2","fifteento49",100,100,44,100,44,44,44,182386
"blank1","blank2","fiveto14",100,100,28,100,28,28,28,182386
"blank1","blank2","gt49",100,100,13,100,13,13,13,182386
"blank1","blank2","higher",100,100,1,100,1,1,1,68131
"blank1","blank2","male",100,100,48,100,48,48,48,182386
"blank1","blank2","no.birth.reg",100,100,19,100,19,19,19,28697
"blank1","blank2","no.educ",100,100,66,100,66,66,66,68131
"blank1","blank2","no.skilled.attendant",100,100,48,100,48,48,48,43456
"blank1","blank2","non.p20",100,100,50,100,50,50,50,182386
"blank1","blank2","p20",100,100,50,100,50,50,50,182386
"blank1","blank2","primary",100,100,34,100,34,34,34,68131
"blank1","blank2","rural",100,100,49,100,49,49,49,182386
"blank1","blank2","secondary",100,100,2,100,2,2,2,68131
"blank1","blank2","stunted",100,100,25,100,25,25,25,28697
"blank1","blank2","under5",100,100,16,100,16,16,16,182386
"blank1","blank2","urban",100,100,51,100,51,51,51,182386
"blank1","ext","female",100,28,52,28,14,52,14,182386
"blank1","ext","fifteento49",100,28,44,28,11,44,11,182386
"blank1","ext","fiveto14",100,28,28,28,8,28,8,182386
"blank1","ext","gt49",100,28,13,28,4,13,4,182386
"blank1","ext","higher",100,29,1,29,0,1,0,68131
"blank1","ext","male",100,28,48,28,14,48,14,182386
"blank1","ext","no.birth.reg",100,28,19,28,6,19,6,28697
"blank1","ext","no.educ",100,29,66,29,25,66,25,68131
"blank1","ext","no.skilled.attendant",100,24,48,24,12,48,12,43456
"blank1","ext","non.p20",100,28,50,28,0,50,0,182386
"blank1","ext","p20",100,28,50,28,28,50,28,182386
"blank1","ext","primary",100,29,34,29,4,34,4,68131
"blank1","ext","rural",100,28,49,28,17,49,17,182386
"blank1","ext","secondary",100,29,2,29,0,2,0,68131
"blank1","ext","stunted",100,28,25,28,8,25,8,28697
"blank1","ext","under5",100,28,16,28,4,16,4,182386
"blank1","ext","urban",100,28,51,28,11,51,11,182386
"blank1","female","fifteento49",100,52,44,52,23,44,23,182386
"blank1","female","fiveto14",100,52,28,52,14,28,14,182386
"blank1","female","gt49",100,52,13,52,7,13,7,182386
"blank1","female","higher",100,55,1,55,1,1,1,68131
"blank1","female","male",100,52,48,52,0,48,0,182386
