"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,78,100,78,78,78,22924557
"blank1","blank2","female",100,100,50,100,50,50,50,22924557
"blank1","blank2","fifteento49",100,100,42,100,42,42,42,22924557
"blank1","blank2","fiveto14",100,100,30,100,30,30,30,22924557
"blank1","blank2","gt49",100,100,11,100,11,11,11,22924557
"blank1","blank2","higher",100,100,,100,,,,8531660
"blank1","blank2","male",100,100,50,100,50,50,50,22924557
"blank1","blank2","no.birth.reg",100,100,,100,,,,3605674
"blank1","blank2","no.educ",100,100,,100,,,,8531660
"blank1","blank2","no.skilled.attendant",100,100,,100,,,,5496677
"blank1","blank2","non.p20",100,100,13,100,13,13,13,22924557
"blank1","blank2","p20",100,100,87,100,87,87,87,22924557
"blank1","blank2","primary",100,100,,100,,,,8531660
"blank1","blank2","rural",100,100,92,100,92,92,92,22924557
"blank1","blank2","secondary",100,100,,100,,,,8531660
"blank1","blank2","stunted",100,100,,100,,,,3605674
"blank1","blank2","under5",100,100,16,100,16,16,16,22924557
"blank1","blank2","urban",100,100,8,100,8,8,8,22924557
"blank1","ext","female",100,78,50,78,39,50,39,22924557
"blank1","ext","fifteento49",100,78,42,78,32,42,32,22924557
"blank1","ext","fiveto14",100,78,30,78,24,30,24,22924557
"blank1","ext","gt49",100,78,11,78,9,11,9,22924557
"blank1","ext","higher",100,75,,75,0,,0,8531660
"blank1","ext","male",100,78,50,78,39,50,39,22924557
"blank1","ext","no.birth.reg",100,85,,85,0,,0,3605674
"blank1","ext","no.educ",100,75,,75,0,,0,8531660
"blank1","ext","no.skilled.attendant",100,75,,75,0,,0,5496677
"blank1","ext","non.p20",100,78,13,78,0,13,0,22924557
"blank1","ext","p20",100,78,87,78,78,87,78,22924557
"blank1","ext","primary",100,75,,75,0,,0,8531660
"blank1","ext","rural",100,78,92,78,76,92,76,22924557
"blank1","ext","secondary",100,75,,75,0,,0,8531660
"blank1","ext","stunted",100,85,,85,0,,0,3605674
"blank1","ext","under5",100,78,16,78,14,16,14,22924557
"blank1","ext","urban",100,78,8,78,2,8,2,22924557
"blank1","female","fifteento49",100,50,42,50,21,42,21,22924557
"blank1","female","fiveto14",100,50,30,50,15,30,15,22924557
"blank1","female","gt49",100,50,11,50,6,11,6,22924557
"blank1","female","higher",100,52,,52,0,,0,8531660
"blank1","female","male",100,50,50,50,0,50,0,22924557
"blank1","female","no.birth.reg",100,50,,50,0,,0,3605674
"blank1","female","no.educ",100,52,,52,0,,0,8531660
"blank1","female","no.skilled.attendant",100,100,,100,,,,5496677
"blank1","female","non.p20",100,50,13,50,7,13,7,22924557
"blank1","female","p20",100,50,87,50,44,87,44,22924557
"blank1","female","primary",100,52,,52,0,,0,8531660
"blank1","female","rural",100,50,92,50,46,92,46,22924557
"blank1","female","secondary",100,52,,52,0,,0,8531660
"blank1","female","stunted",100,50,,50,0,,0,3605674
"blank1","female","under5",100,50,16,50,8,16,8,22924557
"blank1","female","urban",100,50,8,50,4,8,4,22924557
"blank1","fifteento49","fiveto14",100,42,30,42,0,30,0,22924557
"blank1","fifteento49","gt49",100,42,11,42,0,11,0,22924557
"blank1","fifteento49","higher",100,69,,69,0,,0,8531660
"blank1","fifteento49","male",100,42,50,42,21,50,21,22924557
"blank1","fifteento49","no.birth.reg",100,0,,0,0,,0,3605674
"blank1","fifteento49","no.educ",100,69,,69,0,,0,8531660
"blank1","fifteento49","no.skilled.attendant",100,100,,100,,,,5496677
"blank1","fifteento49","non.p20",100,42,13,42,7,13,7,22924557
"blank1","fifteento49","p20",100,42,87,42,36,87,36,22924557
"blank1","fifteento49","primary",100,69,,69,0,,0,8531660
"blank1","fifteento49","rural",100,42,92,42,38,92,38,22924557
"blank1","fifteento49","secondary",100,69,,69,0,,0,8531660
"blank1","fifteento49","stunted",100,0,,0,0,,0,3605674
"blank1","fifteento49","under5",100,42,16,42,0,16,0,22924557
"blank1","fifteento49","urban",100,42,8,42,4,8,4,22924557
"blank1","fiveto14","gt49",100,30,11,30,0,11,0,22924557
"blank1","fiveto14","higher",100,0,,0,0,,0,8531660
"blank1","fiveto14","male",100,30,50,30,15,50,15,22924557
"blank1","fiveto14","no.birth.reg",100,0,,0,0,,0,3605674
"blank1","fiveto14","no.educ",100,0,,0,0,,0,8531660
"blank1","fiveto14","no.skilled.attendant",100,0,,0,0,,0,5496677
"blank1","fiveto14","non.p20",100,30,13,30,3,13,3,22924557
"blank1","fiveto14","p20",100,30,87,30,27,87,27,22924557
"blank1","fiveto14","primary",100,0,,0,0,,0,8531660
"blank1","fiveto14","rural",100,30,92,30,28,92,28,22924557
"blank1","fiveto14","secondary",100,0,,0,0,,0,8531660
"blank1","fiveto14","stunted",100,0,,0,0,,0,3605674
"blank1","fiveto14","under5",100,30,16,30,0,16,0,22924557
"blank1","fiveto14","urban",100,30,8,30,2,8,2,22924557
"blank1","gt49","higher",100,31,,31,0,,0,8531660
"blank1","gt49","male",100,11,50,11,6,50,6,22924557
"blank1","gt49","no.birth.reg",100,0,,0,0,,0,3605674
"blank1","gt49","no.educ",100,31,,31,0,,0,8531660
"blank1","gt49","no.skilled.attendant",100,0,,0,0,,0,5496677
"blank1","gt49","non.p20",100,11,13,11,2,13,2,22924557
"blank1","gt49","p20",100,11,87,11,10,87,10,22924557
"blank1","gt49","primary",100,31,,31,0,,0,8531660
"blank1","gt49","rural",100,11,92,11,10,92,10,22924557
"blank1","gt49","secondary",100,31,,31,0,,0,8531660
"blank1","gt49","stunted",100,0,,0,0,,0,3605674
"blank1","gt49","under5",100,11,16,11,0,16,0,22924557
"blank1","gt49","urban",100,11,8,11,1,8,1,22924557
"blank1","higher","male",100,,48,,0,48,0,8531660
"blank1","higher","no.birth.reg",,,,,,,,8531660
"blank1","higher","no.educ",100,,,,,,,8531660
"blank1","higher","no.skilled.attendant",100,,,,,,,3153935
"blank1","higher","non.p20",100,,16,,0,16,0,8531660
"blank1","higher","p20",100,,84,,0,84,0,8531660
"blank1","higher","primary",100,,,,,,,8531660
"blank1","higher","rural",100,,91,,0,91,0,8531660
"blank1","higher","secondary",100,,,,,,,8531660
"blank1","higher","stunted",,,,,,,,8531660
"blank1","higher","under5",100,,0,,0,0,0,8531660
"blank1","higher","urban",100,,9,,0,9,0,8531660
"blank1","male","no.birth.reg",100,50,,50,0,,0,3605674
"blank1","male","no.educ",100,48,,48,0,,0,8531660
"blank1","male","no.skilled.attendant",100,0,,0,0,,0,5496677
"blank1","male","non.p20",100,50,13,50,7,13,7,22924557
"blank1","male","p20",100,50,87,50,43,87,43,22924557
"blank1","male","primary",100,48,,48,0,,0,8531660
"blank1","male","rural",100,50,92,50,46,92,46,22924557
"blank1","male","secondary",100,48,,48,0,,0,8531660
"blank1","male","stunted",100,50,,50,0,,0,3605674
"blank1","male","under5",100,50,16,50,8,16,8,22924557
"blank1","male","urban",100,50,8,50,4,8,4,22924557
"blank1","no.birth.reg","no.educ",,,,,,,,8531660
"blank1","no.birth.reg","no.skilled.attendant",,,,,,,,3605674
"blank1","no.birth.reg","non.p20",100,,9,,0,9,0,3605674
"blank1","no.birth.reg","p20",100,,91,,0,91,0,3605674
