"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,68,100,68,68,68,1757138
"blank1","blank2","female",100,100,52,100,52,52,52,1757138
"blank1","blank2","fifteento49",100,100,1,100,1,1,1,1757138
"blank1","blank2","fiveto14",100,100,8,100,8,8,8,1757138
"blank1","blank2","gt49",100,100,0,100,0,0,0,1757138
"blank1","blank2","higher",100,100,0,100,0,0,0,683043
"blank1","blank2","male",100,100,48,100,48,48,48,1757138
"blank1","blank2","no.birth.reg",100,100,60,100,60,60,60,278233
"blank1","blank2","no.educ",100,100,82,100,82,82,82,683043
"blank1","blank2","no.skilled.attendant",100,100,62,100,62,62,62,424252
"blank1","blank2","non.p20",100,100,21,100,21,21,21,1757138
"blank1","blank2","p20",100,100,79,100,79,79,79,1757138
"blank1","blank2","primary",100,100,18,100,18,18,18,683043
"blank1","blank2","rural",100,100,65,100,65,65,65,1757138
"blank1","blank2","secondary",100,100,12,100,12,12,12,683043
"blank1","blank2","stunted",100,100,,100,,,,278233
"blank1","blank2","under5",100,100,91,100,91,91,91,1757138
"blank1","blank2","urban",100,100,35,100,35,35,35,1757138
"blank1","ext","female",100,68,52,68,35,52,35,1757138
"blank1","ext","fifteento49",100,68,1,68,0,1,0,1757138
"blank1","ext","fiveto14",100,68,8,68,5,8,5,1757138
"blank1","ext","gt49",100,68,0,68,0,0,0,1757138
"blank1","ext","higher",100,34,0,34,0,0,0,683043
"blank1","ext","male",100,68,48,68,33,48,33,1757138
"blank1","ext","no.birth.reg",100,69,60,69,18,60,18,278233
"blank1","ext","no.educ",100,34,82,34,32,82,32,683043
"blank1","ext","no.skilled.attendant",100,58,62,58,37,62,37,424252
"blank1","ext","non.p20",100,68,21,68,0,21,0,1757138
"blank1","ext","p20",100,68,79,68,68,79,68,1757138
"blank1","ext","primary",100,34,18,34,0,18,0,683043
"blank1","ext","rural",100,68,65,68,61,65,61,1757138
"blank1","ext","secondary",100,34,12,34,0,12,0,683043
"blank1","ext","stunted",100,69,,69,0,,0,278233
"blank1","ext","under5",100,68,91,68,63,91,63,1757138
"blank1","ext","urban",100,68,35,68,7,35,7,1757138
"blank1","female","fifteento49",100,52,1,52,1,1,1,1757138
"blank1","female","fiveto14",100,52,8,52,8,8,8,1757138
"blank1","female","gt49",100,52,0,52,0,0,0,1757138
"blank1","female","higher",100,100,0,100,0,0,0,683043
"blank1","female","male",100,52,48,52,0,48,0,1757138
