"indicator1","indicator2","indicator3","X","Y","Z","X,Y","Y,Z","X,Z","X,Y,Z","pop"
"blank1","blank2","ext",100,100,38,100,38,38,38,14221041
"blank1","blank2","female",100,100,53,100,53,53,53,14221041
"blank1","blank2","fifteento49",100,100,43,100,43,43,43,14221041
"blank1","blank2","fiveto14",100,100,28,100,28,28,28,14221041
"blank1","blank2","gt49",100,100,12,100,12,12,12,14221041
"blank1","blank2","higher",100,100,4,100,4,4,4,5161896
"blank1","blank2","male",100,100,47,100,47,47,47,14221041
"blank1","blank2","no.birth.reg",100,100,26,100,26,26,26,2444098
"blank1","blank2","no.educ",100,100,82,100,82,82,82,5161896
"blank1","blank2","no.skilled.attendant",100,100,42,100,42,42,42,3444523
"blank1","blank2","non.p20",100,100,46,100,46,46,46,14221041
"blank1","blank2","p20",100,100,54,100,54,54,54,14221041
"blank1","blank2","primary",100,100,18,100,18,18,18,5161896
"blank1","blank2","rural",100,100,52,100,52,52,52,14221041
"blank1","blank2","secondary",100,100,5,100,5,5,5,5161896
"blank1","blank2","stunted",100,100,15,100,15,15,15,2444098
"blank1","blank2","under5",100,100,17,100,17,17,17,14221041
"blank1","blank2","urban",100,100,48,100,48,48,48,14221041
"blank1","ext","female",100,38,53,38,20,53,20,14221041
"blank1","ext","fifteento49",100,38,43,38,13,43,13,14221041
"blank1","ext","fiveto14",100,38,28,38,12,28,12,14221041
"blank1","ext","gt49",100,38,12,38,5,12,5,14221041
"blank1","ext","higher",100,33,4,33,0,4,0,5161896
"blank1","ext","male",100,38,47,38,17,47,17,14221041
"blank1","ext","no.birth.reg",100,45,26,45,18,26,18,2444098
"blank1","ext","no.educ",100,33,82,33,31,82,31,5161896
"blank1","ext","no.skilled.attendant",100,32,42,32,17,42,17,3444523
"blank1","ext","non.p20",100,38,46,38,0,46,0,14221041
"blank1","ext","p20",100,38,54,38,38,54,38,14221041
"blank1","ext","primary",100,33,18,33,2,18,2,5161896
"blank1","ext","rural",100,38,52,38,34,52,34,14221041
"blank1","ext","secondary",100,33,5,33,0,5,0,5161896
"blank1","ext","stunted",100,45,15,45,9,15,9,2444098
"blank1","ext","under5",100,38,17,38,8,17,8,14221041
"blank1","ext","urban",100,38,48,38,4,48,4,14221041
"blank1","female","fifteento49",100,53,43,53,24,43,24,14221041
"blank1","female","fiveto14",100,53,28,53,14,28,14,14221041
"blank1","female","gt49",100,53,12,53,7,12,7,14221041
"blank1","female","higher",100,56,4,56,1,4,1,5161896
"blank1","female","male",100,53,47,53,0,47,0,14221041
"blank1","female","no.birth.reg",100,49,26,49,13,26,13,2444098
"blank1","female","no.educ",100,56,82,56,49,82,49,5161896
"blank1","female","no.skilled.attendant",100,100,42,100,42,42,42,3444523
"blank1","female","non.p20",100,53,46,53,24,46,24,14221041
"blank1","female","p20",100,53,54,53,29,54,29,14221041
"blank1","female","primary",100,56,18,56,7,18,7,5161896
"blank1","female","rural",100,53,52,53,28,52,28,14221041
"blank1","female","secondary",100,56,5,56,2,5,2,5161896
"blank1","female","stunted",100,49,15,49,7,15,7,2444098
"blank1","female","under5",100,53,17,53,8,17,8,14221041
"blank1","female","urban",100,53,48,53,26,48,26,14221041
"blank1","fifteento49","fiveto14",100,43,28,43,0,28,0,14221041
